NOME,CPF,IDADE,VALOR_EMPRESTIMO,DATA_EMPRESTIMO,FAIXA_ETARIA,PRAZO_MESES,TAXAS_IDADE,DATA,TAXA_MENSAL_CDI,PRIMEIRA_PARCELA_EMPRESTIMO,AMORTIZACAO,PRIMEIRA_PARCELA_EMPRESTIMO_AUD_CONT,DIFERENÇA_PRIM_PARC
Telma Costa Matos,918.770.014-06,34,45911.0,2024-06-03,31-35,36,0.0095,2024-06-03,0.87,1491.9599312743485,1089.6,1493.39,-1.4300687256516085
João Prenda Matos,483.988.474-92,33,62831.0,2024-06-03,31-35,60,0.0095,2024-06-03,0.87,1350.7144636866865,799.56,1352.16,-1.445536313313596
Rosimeri Santos Santos,305.348.061-12,31,137117.0,2024-06-03,31-35,60,0.0095,2024-06-03,0.87,2949.639944830502,1744.91,2950.85,-1.2100551694979913
José Sant' Anna Cunha,738.965.684-00,34,180113.0,2024-06-03,31-35,120,0.0095,2024-06-03,0.87,2437.154783268993,851.71,2435.8,1.3547832689928327
Irani Souza Souza,489.204.887-97,87,164439.0,2024-06-03,86-90,120,1.27,2024-06-03,0.87,3820.917951430836,301.0,3819.99,0.9279514308364014
Carlos Cunha Rodrigues,259.700.465-15,89,231133.0,2024-06-03,86-90,120,1.27,2024-06-03,0.87,5370.240054372767,423.07,5369.32,0.9200543727674813
Fatima Santos Pereira,245.072.769-85,88,296333.0,2024-06-03,86-90,48,1.27,2024-06-03,0.87,9937.303453239076,3596.74,9938.27,-0.9665467609247571
Carlos Pereira Prenda,520.701.817-58,89,203438.0,2024-06-03,86-90,120,1.27,2024-06-03,0.87,4725.608446931434,372.38,4725.95,-0.3415530685660997
Noemi Maia Prenda,470.967.741-73,86,148677.0,2024-06-03,86-90,84,1.27,2024-06-03,0.87,3827.86480448017,646.45,3828.14,-0.2751955198300493
Ana Maia Prenda,552.797.145-00,86,26189.0,2024-06-03,86-90,36,1.27,2024-06-03,0.87,1049.7513911532624,490.27,1050.71,-0.9586088467376612
Igor Silva Rodrigues,781.164.034-19,88,260027.0,2024-06-03,86-90,108,1.27,2024-06-03,0.87,6194.680068927929,629.22,6193.8,0.8800689279287326
Irani Pereira Silva,246.604.138-37,90,276291.0,2024-06-03,86-90,60,1.27,2024-06-03,0.87,8218.705834742064,2307.39,8220.02,-1.3141652579361107
Fatima Sant' Anna Oliveira,343.947.317-12,86,155435.0,2024-06-03,86-90,60,1.27,2024-06-03,0.87,4625.033724717697,1298.09,4624.4,0.6337247176970777
Rosimeri Sant' Anna Prenda,008.512.962-38,90,32731.0,2024-06-03,86-90,120,1.27,2024-06-03,0.87,760.9268509686065,59.92,760.36,0.5668509686064453
Irani Sant' Anna Cristina,471.466.166-30,89,286902.0,2024-06-03,86-90,72,1.27,2024-06-03,0.87,7847.311282268746,1708.77,7848.47,-1.1587177312540007
Irani Oliveira Matos,017.073.992-98,87,264282.0,2024-06-03,86-90,120,1.27,2024-06-03,0.87,6138.891764641035,483.76,6139.39,-0.49823535896575777
Igor Maia Matos,330.930.479-51,86,38074.0,2024-06-03,86-90,48,1.27,2024-06-03,0.87,1276.9782289942914,462.13,1276.91,0.06822899429130302
Irani Cristina Albernaz,509.524.433-09,89,133939.0,2024-06-03,86-90,120,1.27,2024-06-03,0.87,3112.837902940208,245.17,3111.46,1.3779029402080596
Priscila Rodrigues Pereira,506.828.824-10,89,215160.0,2024-06-03,86-90,72,1.27,2024-06-03,0.87,5886.599976982139,1281.48,5885.9,0.6999769821395603
Ana Souza Prenda,815.614.309-43,89,129328.0,2024-06-03,86-90,96,1.27,2024-06-03,0.87,3185.396506125344,417.13,3184.75,0.6465061253438762
Samuel Sant' Anna Prenda,861.618.398-14,70,97454.0,2024-06-03,66-70,96,0.18,2024-06-03,0.87,1617.0058981175423,592.94,1616.21,0.795898117542265
Gloria Ferreira Sande,936.777.411-73,70,58523.0,2024-06-03,66-70,84,0.18,2024-06-03,0.87,1051.9635155469318,437.47,1051.96,0.0035155469317942334
Marcelo Sande Pereira,179.030.298-60,70,105219.0,2024-06-03,66-70,120,0.18,2024-06-03,0.87,1547.3842684168474,441.51,1546.31,1.074268416847417
Irani Silva Rodrigues,914.401.177-64,69,140438.0,2024-06-03,66-70,60,0.18,2024-06-03,0.87,3165.23658574672,1692.11,3166.71,-1.4734142532802252
Maria Souza Matos,878.018.002-73,68,158146.0,2024-06-03,66-70,72,0.18,2024-06-03,0.87,3141.743352992802,1480.82,3141.35,0.3933529928021926
Charles Albernaz Ferreira,607.813.777-81,70,296385.0,2024-06-03,66-70,36,0.18,2024-06-03,0.87,9928.802033345894,6817.33,9929.37,-0.5679666541072947
Alexandre Costa Ferreira,076.202.393-75,69,193645.0,2024-06-03,66-70,84,0.18,2024-06-03,0.87,3482.185575031055,1447.54,3480.81,1.3755750310551775
Noemi Matos Silva,432.238.319-08,66,181824.0,2024-06-03,66-70,84,0.18,2024-06-03,0.87,3269.4147991024142,1359.17,3268.32,1.094799102414072
Irani Cunha Cristina,728.266.785-31,66,57178.0,2024-06-03,66-70,120,0.18,2024-06-03,0.87,841.5960707008452,239.92,840.29,1.3060707008452255
Pedro Silva Souza,944.747.922-70,66,168499.0,2024-06-03,66-70,96,0.18,2024-06-03,0.87,2794.2139400817364,1025.2,2794.44,-0.22605991826367244
Gabriel Santos Cristina,426.059.999-20,70,44099.0,2024-06-03,66-70,96,0.18,2024-06-03,0.87,732.0592513678033,268.31,731.35,0.7092513678032901
João Oliveira Oliveira,185.999.573-09,68,73506.0,2024-06-03,66-70,120,0.18,2024-06-03,0.87,1079.231728521327,308.44,1080.25,-1.0182714786728866
Telma Rodrigues Sande,925.820.722-06,70,276319.0,2024-06-03,66-70,96,0.18,2024-06-03,0.87,4581.398898308051,1681.21,4582.56,-1.161101691949625
Charles Prenda Souza,061.233.053-28,66,145416.0,2024-06-03,66-70,120,0.18,2024-06-03,0.87,2137.855832957968,610.17,2137.04,0.8158329579678139
Gloria Santos Rodrigues,474.457.095-09,70,211766.0,2024-06-03,66-70,48,0.18,2024-06-03,0.87,5638.404954409045,3415.66,5639.2,-0.7950455909549419
Ana Prenda Oliveira,579.732.724-45,66,175096.0,2024-06-03,66-70,72,0.18,2024-06-03,0.87,3477.277034497103,1639.53,3478.04,-0.7629655028968045
Noemi Sande Souza,483.922.834-57,39,135103.0,2024-06-03,36-40,48,0.0112,2024-06-03,0.87,3463.63952943914,2273.42,3463.95,-0.3104705608598124
Gloria Sant' Anna Rodrigues,253.678.253-03,36,106306.0,2024-06-03,36-40,120,0.0112,2024-06-03,0.87,1438.7266409303722,502.1,1438.87,-0.14335906962764966
José Rodrigues Prenda,528.765.728-50,40,87258.0,2024-06-03,36-40,120,0.0112,2024-06-03,0.87,1181.3618463269495,412.13,1181.05,0.31184632694953507
Pedro Oliveira Matos,037.742.695-48,37,123171.0,2024-06-03,36-40,48,0.0112,2024-06-03,0.87,3157.4194531249123,2072.64,3158.02,-0.6005468750877299
Daniel Oliveira Cristina,271.201.794-38,40,95479.0,2024-06-03,36-40,108,0.0112,2024-06-03,0.87,1373.7958290046809,532.74,1374.1,-0.3041709953190548
Carlos Souza Santos,403.631.541-24,37,40110.0,2024-06-03,36-40,48,0.0112,2024-06-03,0.87,1027.3970759535948,674.94,1028.39,-0.9929240464052782
Igor Maia Costa,359.782.700-40,36,34508.0,2024-06-03,36-40,72,0.0112,2024-06-03,0.87,649.2493830871281,345.25,649.33,-0.08061691287196027
Ana Albernaz Prenda,288.882.640-27,39,223305.0,2024-06-03,36-40,60,0.0112,2024-06-03,0.87,4808.923833942413,2840.17,4807.93,0.9938339424124933
Samuel Maia Silva,474.969.958-60,39,32348.0,2024-06-03,36-40,48,0.0112,2024-06-03,0.87,828.7286915315087,544.33,829.38,-0.6513084684912656
Irani Rodrigues Sant' Anna,143.177.107-49,38,170164.0,2024-06-03,36-40,108,0.0112,2024-06-03,0.87,2448.057229328608,949.44,2448.93,-0.8727706713916632
Carlos Prenda Souza,539.887.763-19,39,52697.0,2024-06-03,36-40,36,0.0112,2024-06-03,0.87,1713.4412111504269,1250.26,1714.63,-1.1887888495732568
Irani Santos Cunha,672.966.985-35,40,88681.0,2024-06-03,36-40,96,0.0112,2024-06-03,0.87,1371.821611949248,591.3,1372.76,-0.9383880507518825
Samuel Pereira Costa,567.963.760-05,40,120359.0,2024-06-03,36-40,120,0.0112,2024-06-03,0.87,1628.371529293897,568.48,1629.08,-0.7084707061028439
Leticia Maia Matos,559.002.929-59,36,123039.0,2024-06-03,36-40,120,0.0112,2024-06-03,0.87,1665.0002696292872,581.14,1665.36,-0.35973037071266845
Maria Costa Cunha,509.089.606-20,40,79427.0,2024-06-03,36-40,72,0.0112,2024-06-03,0.87,1494.7656278488605,794.65,1494.56,0.20562784886055852
Irani Matos Sant' Anna,662.566.875-31,38,154193.0,2024-06-03,36-40,96,0.0112,2024-06-03,0.87,2388.112929875056,1028.13,2386.88,1.2329298750560156
Igor Pereira Albernaz,442.274.703-74,39,281295.0,2024-06-03,36-40,48,0.0112,2024-06-03,0.87,7212.451756094273,4733.44,7212.21,0.24175609427311429
João Rodrigues Prenda,395.501.450-93,36,236167.0,2024-06-03,36-40,84,0.0112,2024-06-03,0.87,3991.817923135237,1910.0,3991.1,0.7179231352370152
Rosimeri Santos Santos,534.191.443-00,60,59369.0,2024-06-03,56-60,120,0.071,2024-06-03,0.87,827.2083088047448,268.99,827.65,-0.44169119525520273
Alexandre Prenda Prenda,622.465.587-19,58,117450.0,2024-06-03,56-60,48,0.071,2024-06-03,0.87,3053.3895577022354,1947.04,3052.24,1.1495577022355974
Daniel Sande Maia,709.704.962-65,57,130424.0,2024-06-03,56-60,108,0.071,2024-06-03,0.87,1929.1510700014364,701.39,1928.68,0.4710700014363738
Alexandre Sande Santos,976.098.636-10,59,70244.0,2024-06-03,56-60,60,0.071,2024-06-03,0.87,1537.1259404944876,876.52,1537.52,-0.39405950551235946
Daniel Sande Souza,130.961.689-20,59,47827.0,2024-06-03,56-60,72,0.071,2024-06-03,0.87,918.1291489700932,467.46,917.51,0.6191489700931925
José Costa Santos,006.190.768-52,60,244720.0,2024-06-03,56-60,108,0.071,2024-06-03,0.87,3617.802726342939,1316.04,3618.86,-1.0572736570611596
Gabriel Santos Sant' Anna,039.454.199-56,58,210562.0,2024-06-03,56-60,48,0.071,2024-06-03,0.87,5471.849925220488,3490.6,5471.99,-0.1400747795114512
José Cunha Pereira,192.215.632-94,58,121526.0,2024-06-03,56-60,120,0.071,2024-06-03,0.87,1695.4513565866316,550.61,1694.17,1.2813565866315457
João Pereira Matos,112.243.060-40,56,184711.0,2024-06-03,56-60,72,0.071,2024-06-03,0.87,3542.184407920088,1805.36,3543.49,-1.305592079912003
Gloria Sande Souza,651.166.633-61,57,87430.0,2024-06-03,56-60,96,0.071,2024-06-03,0.87,1385.850910567475,564.48,1387.2,-1.3490894325250338
João Pereira Souza,860.198.317-01,57,76962.0,2024-06-03,56-60,48,0.071,2024-06-03,0.87,1998.6665124508415,1275.84,2000.05,-1.383487549158417
Ana Costa Pereira,260.061.016-29,60,282752.0,2024-06-03,56-60,96,0.071,2024-06-03,0.87,4486.022997032728,1825.54,4486.24,-0.21700296727158275
Augusto Oliveira Matos,640.079.132-93,59,129490.0,2024-06-03,56-60,120,0.071,2024-06-03,0.87,1804.7137167403744,586.7,1805.2,-0.4862832596256794
Charles Rodrigues Souza,350.631.620-61,57,23206.0,2024-06-03,56-60,60,0.071,2024-06-03,0.87,509.3600397575751,289.57,507.94,1.4200397575751253
José Pereira Ferreira,034.765.321-94,60,172216.0,2024-06-03,56-60,60,0.071,2024-06-03,0.87,3768.674728913712,2148.97,3769.52,-0.845271086287994
Augusto Cunha Sande,542.682.545-95,56,264642.0,2024-06-03,56-60,72,0.071,2024-06-03,0.87,5076.213111617591,2586.61,5076.89,-0.6768883824097429
Noemi Matos Pereira,631.787.256-28,58,61681.0,2024-06-03,56-60,84,0.071,2024-06-03,0.87,1064.337210434343,485.2,1065.62,-1.2827895656569126
Gabriel Rodrigues Cunha,737.097.409-08,57,34247.0,2024-06-03,56-60,72,0.071,2024-06-03,0.87,658.0141675369345,334.73,656.99,1.024167536934442
Charles Rodrigues Prenda,890.683.968-54,19,230473.0,2024-06-03,15-20,48,0.0065,2024-06-03,0.87,5904.308810241589,3882.79,5902.89,1.4188102415882895
Carlos Cunha Souza,083.243.268-71,18,81355.0,2024-06-03,15-20,120,0.0065,2024-06-03,0.87,1098.083024066635,385.5,1098.58,-0.49697593336486534
Alexandre Pereira Cristina,312.011.243-79,20,178849.0,2024-06-03,15-20,120,0.0065,2024-06-03,0.87,2414.310163277581,847.49,2415.1,-0.7898367224188405
Irani Oliveira Costa,218.976.110-72,18,140455.0,2024-06-03,15-20,36,0.0065,2024-06-03,0.87,4566.3006967523415,3335.23,4566.32,-0.01930324765817204
Noemi Santos Sant' Anna,609.640.242-92,19,148397.0,2024-06-03,15-20,108,0.0065,2024-06-03,0.87,2132.104264406535,830.39,2131.09,1.0142644065349486
Charles Cunha Oliveira,688.779.739-94,20,24472.0,2024-06-03,15-20,120,0.0065,2024-06-03,0.87,330.48849877040624,115.96,330.46,0.0284987704062587
Carlos Silva Matos,998.113.143-14,18,252571.0,2024-06-03,15-20,36,0.0065,2024-06-03,0.87,8210.938316145779,5997.54,8211.32,-0.3816838542206824
Leticia Albernaz Prenda,800.620.043-28,20,281719.0,2024-06-03,15-20,36,0.0065,2024-06-03,0.87,9159.711594190509,6689.68,9158.95,0.7615941905078216
Rosimeri Oliveira Maia,044.625.119-48,79,24672.0,2024-06-03,76-80,96,0.51,2024-06-03,0.87,464.8570257991105,124.83,465.3,-0.4429742008895232
Carlos Silva Souza,435.617.481-04,76,84882.0,2024-06-03,76-80,48,0.51,2024-06-03,0.87,2429.2310767074305,1258.62,2429.99,-0.7589232925693068
Maria Souza Silva,714.372.941-89,76,105236.0,2024-06-03,76-80,120,0.51,2024-06-03,0.87,1801.1487034052127,347.48,1799.74,1.408703405212691
Telma Silva Sant' Anna,406.276.031-22,76,169779.0,2024-06-03,76-80,108,0.51,2024-06-03,0.87,3033.0600148666613,690.35,3033.3,-0.23998513333890514
Rosimeri Rodrigues Rodrigues,511.741.215-05,76,96899.0,2024-06-03,76-80,72,0.51,2024-06-03,0.87,2132.7101811304624,794.7,2131.91,0.8001811304625335
Leticia Sande Cunha,942.086.574-64,76,213929.0,2024-06-03,76-80,120,0.51,2024-06-03,0.87,3658.6211585430447,706.38,3658.6,0.021158543044748512
Pedro Santos Sande,768.446.062-57,78,131815.0,2024-06-03,76-80,96,0.51,2024-06-03,0.87,2485.6490890601176,666.92,2485.97,-0.32091093988219654
João Souza Santos,870.313.841-09,80,143827.0,2024-06-03,76-80,84,0.51,2024-06-03,0.87,2903.1981112672725,917.95,2902.76,0.4381112672722338
Gloria Matos Oliveira,719.677.318-70,80,291359.0,2024-06-03,76-80,36,0.51,2024-06-03,0.87,10323.586945822715,6303.3,10324.05,-0.46305417728399334
Telma Ferreira Cunha,553.375.638-82,76,226579.0,2024-06-03,76-80,60,0.51,2024-06-03,0.87,5577.497713636621,2450.82,5577.61,-0.11228636337909847
Gloria Rodrigues Oliveira,999.231.989-52,77,172559.0,2024-06-03,76-80,36,0.51,2024-06-03,0.87,6114.777267068009,3733.17,6114.48,0.2972670680092051
Ana Pereira Rodrigues,059.405.982-85,78,93588.0,2024-06-03,76-80,108,0.51,2024-06-03,0.87,1673.3280083626914,380.55,1672.06,1.2680083626914893
Leticia Albernaz Costa,480.977.467-86,78,152578.0,2024-06-03,76-80,84,0.51,2024-06-03,0.87,3080.005983206987,973.8,3079.38,0.6259832069868025
Igor Rodrigues Cunha,546.143.611-02,84,161501.0,2024-06-04,81-85,36,0.838,2024-06-04,0.87,6042.952551697084,3284.41,6042.85,0.10255169708398171
Ana Sant' Anna Sande,290.667.930-58,81,142538.0,2024-06-04,81-85,60,0.838,2024-06-04,0.87,3816.9614507358992,1381.28,3815.83,1.131450735899307
Augusto Silva Oliveira,671.202.344-04,82,263747.0,2024-06-04,81-85,48,0.838,2024-06-04,0.87,8096.85838393348,3590.98,8095.78,1.0783839334799268
Leticia Albernaz Sande,735.838.230-79,84,173468.0,2024-06-04,81-85,96,0.838,2024-06-04,0.87,3688.6158523695294,725.72,3688.55,0.06585236952923879
Maria Maia Souza,183.557.740-78,81,130531.0,2024-06-04,81-85,36,0.838,2024-06-04,0.87,4883.377143239111,2654.58,4884.05,-0.6728567608888625
Leticia Souza Oliveira,342.755.170-91,85,253725.0,2024-06-04,81-85,72,0.838,2024-06-04,0.87,6151.218627742999,1816.98,6150.6,0.6186277429987967
Carlos Santos Maia,532.866.866-97,83,123728.0,2024-06-04,81-85,108,0.838,2024-06-04,0.87,2518.3711850410546,404.22,2517.49,0.8811850410547777
Gloria Santos Santos,001.490.887-52,82,225594.0,2024-06-04,81-85,48,0.838,2024-06-04,0.87,6926.100802720958,3071.52,6924.67,1.4308027209581269
Noemi Matos Rodrigues,934.369.717-15,82,247366.0,2024-06-04,81-85,84,0.838,2024-06-04,0.87,5566.847233355038,1342.16,5567.17,-0.3227666449620301
Augusto Cristina Prenda,293.167.982-80,84,199298.0,2024-06-04,81-85,96,0.838,2024-06-04,0.87,4236.8170019687095,833.77,4237.78,-0.9629980312902262
Marcelo Matos Sant' Anna,569.804.894-02,85,35808.0,2024-06-04,81-85,60,0.838,2024-06-04,0.87,957.760854792961,347.0,958.6,-0.839145207038996
Pedro Pereira Cunha,009.287.638-20,81,85288.0,2024-06-04,81-85,84,0.838,2024-06-04,0.87,1918.5961709311669,462.76,1919.48,-0.8838290688331654
Charles Maia Cunha,326.636.533-06,85,62057.0,2024-06-04,81-85,96,0.838,2024-06-04,0.87,1320.9635652862942,259.62,1319.55,1.4135652862942152
Telma Sande Maia,750.663.941-68,81,229340.0,2024-06-04,81-85,48,0.838,2024-06-04,0.87,7040.263751645454,3122.52,7039.65,0.613751645454613
Igor Costa Cunha,789.491.092-98,85,63338.0,2024-06-04,81-85,48,0.838,2024-06-04,0.87,1944.935710390576,862.37,1944.18,0.7557103905760414
Telma Albernaz Cristina,283.938.563-53,85,35492.0,2024-06-04,81-85,36,0.838,2024-06-04,0.87,1329.063387765208,721.8,1328.0,1.0633877652080628
Alexandre Albernaz Costa,384.365.468-90,81,22574.0,2024-06-04,81-85,84,0.838,2024-06-04,0.87,507.6503833298254,122.49,508.05,-0.3996166701746233
Pedro Pereira Matos,956.645.362-09,84,280840.0,2024-06-04,81-85,72,0.838,2024-06-04,0.87,6808.62530587868,2011.15,6807.9,0.7253058786800466
Carlos Souza Maia,846.404.412-74,84,51561.0,2024-06-04,81-85,120,0.838,2024-06-04,0.87,1013.2633763831244,132.8,1013.46,-0.1966236168756268
Fatima Silva Ferreira,865.266.441-20,95,176211.0,2024-06-04,91+,84,2.79,2024-06-04,0.87,6781.887729985159,331.07,6780.39,1.4977299851589123
Carlos Cristina Cristina,711.448.722-35,94,201864.0,2024-06-04,91+,72,2.79,2024-06-04,0.87,7989.582210868674,600.44,7988.66,0.9222108686744832
Carlos Santos Sande,603.661.480-28,99,91234.0,2024-06-04,91+,120,2.79,2024-06-04,0.87,3383.7290758041386,45.31,3384.47,-0.7409241958612256
Augusto Matos Sant' Anna,646.671.254-03,95,265134.0,2024-06-04,91+,36,2.79,2024-06-04,0.87,13369.34844550819,3665.22,13369.12,0.22844550818990683
Charles Sant' Anna Sande,498.510.252-08,97,55681.0,2024-06-04,91+,36,2.79,2024-06-04,0.87,2807.624148085058,769.74,2807.66,-0.03585191494175888
Gloria Santos Cunha,067.743.815-02,95,79893.0,2024-06-04,91+,72,2.79,2024-06-04,0.87,3161.526681559065,237.64,3161.72,-0.1933184409349451
Pedro Pereira Ferreira,537.602.619-14,97,112219.0,2024-06-04,91+,72,2.79,2024-06-04,0.87,4440.28569038201,333.79,4441.01,-0.7243096179900022
Augusto Rodrigues Sant' Anna,715.697.970-13,99,87874.0,2024-06-04,91+,72,2.79,2024-06-04,0.87,3477.971733355839,261.38,3477.57,0.4017333558390419
Rosimeri Maia Matos,607.600.027-97,97,245317.0,2024-06-04,91+,96,2.79,2024-06-04,0.87,9273.770359994896,294.13,9272.73,1.0403599948967894
Carlos Ferreira Pereira,609.231.660-92,95,42890.0,2024-06-04,91+,84,2.79,2024-06-04,0.87,1651.8223044341828,80.59,1650.36,1.4623044341828972
João Silva Costa,751.480.401-30,92,183928.0,2024-06-04,91+,120,2.79,2024-06-04,0.87,6822.415386084077,91.34,6823.1,-0.6846139159233644
Fatima Cunha Rodrigues,689.427.007-48,99,76081.0,2024-06-04,91+,120,2.79,2024-06-04,0.87,2821.958540528229,37.78,2822.34,-0.38145947177099515
Igor Cristina Souza,373.476.702-41,96,117145.0,2024-06-04,91+,96,2.79,2024-06-04,0.87,4427.450035111995,140.45,4427.96,-0.5099648880050154
Noemi Pereira Pereira,072.987.514-84,96,28322.0,2024-06-04,91+,36,2.79,2024-06-04,0.87,1427.1796216070252,391.52,1428.11,-0.9303783929747169
José Costa Cunha,248.272.079-68,99,191790.0,2024-06-04,91+,120,2.79,2024-06-04,0.87,7115.447680588671,95.24,7114.75,0.6976805886706643
Pedro Santos Maia,115.479.376-10,96,80098.0,2024-06-04,91+,96,2.79,2024-06-04,0.87,3028.5124221951705,96.03,3027.62,0.8924221951706386
Samuel Sande Rodrigues,302.722.679-70,97,203754.0,2024-06-04,91+,60,2.79,2024-06-04,0.87,8432.623129322124,975.69,8433.09,-0.46687067787570413
Pedro Silva Matos,567.499.725-00,94,203014.0,2024-06-04,91+,84,2.79,2024-06-04,0.87,7810.837284765096,381.42,7811.73,-0.8927152349033349
Charles Cunha Sande,186.027.621-00,92,121320.0,2024-06-04,91+,48,2.79,2024-06-04,0.87,5402.26383319885,962.18,5402.49,-0.22616680114970222
Igor Souza Oliveira,487.222.474-40,99,74225.0,2024-06-04,91+,96,2.79,2024-06-04,0.87,2805.239480665052,88.99,2805.63,-0.39051933494829427
Priscila Costa Matos,737.462.457-37,95,100133.0,2024-06-04,91+,60,2.79,2024-06-04,0.87,4143.7363016357685,479.49,4144.36,-0.6236983642311316
Priscila Cristina Cunha,201.125.592-98,93,125499.0,2024-06-04,91+,60,2.79,2024-06-04,0.87,5193.541380625084,600.97,5194.23,-0.6886193749160157
Charles Ferreira Prenda,015.153.725-96,96,207360.0,2024-06-04,91+,72,2.79,2024-06-04,0.87,8204.774040862763,616.78,8206.16,-1.3859591372365685
Maria Ferreira Silva,919.034.348-40,92,97326.0,2024-06-04,91+,60,2.79,2024-06-04,0.87,4027.077009985231,466.06,4028.19,-1.1129900147689114
Leticia Sant' Anna Santos,872.125.551-26,95,225002.0,2024-06-04,91+,120,2.79,2024-06-04,0.87,8348.264409236603,111.73,8346.8,1.4644092366033874
Maria Sande Cunha,792.226.240-09,99,81380.0,2024-06-04,91+,120,2.79,2024-06-04,0.87,3020.4007716943547,40.41,3018.92,1.4807716943546438
Leticia Sande Sant' Anna,472.722.596-47,95,152167.0,2024-06-04,91+,60,2.79,2024-06-04,0.87,6299.135259705014,728.67,6297.98,1.155259705014032
Gabriel Oliveira Sant' Anna,776.679.764-06,93,295178.0,2024-06-04,91+,84,2.79,2024-06-04,0.87,11359.587860551455,554.58,11358.09,1.4978605514552328
Marcelo Santos Sant' Anna,816.510.535-37,93,144974.0,2024-06-04,91+,60,2.79,2024-06-04,0.87,6001.49994453761,694.22,6000.27,1.229944537609299
Daniel Sant' Anna Silva,830.483.475-85,73,149198.0,2024-06-04,71-75,36,0.33,2024-06-04,0.87,5127.218842200562,3337.89,5128.27,-1.0511577994384425
Pedro Rodrigues Santos,383.267.488-89,75,270546.0,2024-06-04,71-75,48,0.33,2024-06-04,0.87,7447.800127276312,4200.92,7447.47,0.3301272763119414
Maria Ferreira Pereira,920.712.513-77,75,40998.0,2024-06-04,71-75,84,0.33,2024-06-04,0.87,777.2598079933493,285.41,777.39,-0.13019200665064545
Gloria Silva Cunha,447.294.763-36,75,119427.0,2024-06-04,71-75,96,0.33,2024-06-04,0.87,2101.7140723034145,668.78,2101.9,-0.18592769658562247
Noemi Cunha Sant' Anna,723.150.785-98,75,166362.0,2024-06-04,71-75,96,0.33,2024-06-04,0.87,2927.9485184160417,931.62,2927.96,-0.011481583958357078
Charles Santos Ferreira,692.039.893-15,73,94571.0,2024-06-04,71-75,84,0.33,2024-06-04,0.87,1792.0702882955536,658.37,1793.22,-1.1497117044464176
Ana Sant' Anna Costa,272.256.231-68,74,80840.0,2024-06-04,71-75,120,0.33,2024-06-04,0.87,1275.498730299831,304.61,1274.69,0.8087302998310406
Irani Sande Costa,263.267.432-81,71,75226.0,2024-06-04,71-75,96,0.33,2024-06-04,0.87,1323.411090546822,421.26,1323.97,-0.5589094531781029
Carlos Albernaz Sant' Anna,127.965.421-06,71,76666.0,2024-06-04,71-75,48,0.33,2024-06-04,0.87,2110.0134318286223,1190.44,2110.43,-0.4165681713775484
Alexandre Ferreira Matos,129.170.852-90,73,278726.0,2024-06-04,71-75,84,0.33,2024-06-04,0.87,5286.511943883234,1940.4,5285.11,1.4019438832347078
Maria Pereira Prenda,397.415.860-00,73,194784.0,2024-06-04,71-75,108,0.33,2024-06-04,0.87,3227.6169678036104,889.91,3227.32,0.2969678036101868
João Cristina Matos,697.138.385-05,71,29397.0,2024-06-04,71-75,120,0.33,2024-06-04,0.87,463.776022752218,110.77,463.53,0.24602275221803893
Augusto Albernaz Santos,887.013.493-84,73,259602.0,2024-06-04,71-75,72,0.33,2024-06-04,0.87,5404.014116499918,2289.83,5405.05,-1.035883500082491
Alexandre Pereira Prenda,003.663.743-20,75,162091.0,2024-06-04,71-75,120,0.33,2024-06-04,0.87,2557.1698811950523,610.77,2555.86,1.309881195052185
Fatima Silva Cristina,132.495.311-03,64,291590.0,2024-06-04,61-65,108,0.111,2024-06-04,0.87,4389.953471869513,1529.66,4390.16,-0.20652813048673124
Ana Prenda Sande,645.525.870-30,65,70030.0,2024-06-04,61-65,120,0.111,2024-06-04,0.87,996.7026490699554,308.53,995.52,1.1826490699554597
Charles Silva Ferreira,687.114.155-33,64,152989.0,2024-06-04,61-65,60,0.111,2024-06-04,0.87,3385.401125599568,1884.74,3385.56,-0.1588744004320688
Augusto Cunha Sant' Anna,647.074.976-32,64,260109.0,2024-06-04,61-65,120,0.111,2024-06-04,0.87,3697.30883554507,1145.94,3697.61,-0.3011644549301309
Charles Souza Matos,592.000.073-25,64,53839.0,2024-06-04,61-65,60,0.111,2024-06-04,0.87,1191.6098898708503,663.26,1191.42,0.18988987085026565
Rosimeri Cunha Santos,428.185.420-73,65,188502.0,2024-06-04,61-65,96,0.111,2024-06-04,0.87,3040.574665217447,1190.93,3040.13,0.44466521744698184
Irani Sant' Anna Souza,977.845.651-86,62,162074.0,2024-06-04,61-65,108,0.111,2024-06-04,0.87,2441.337336574344,850.23,2440.18,1.1573365743442992
Gabriel Souza Santos,001.923.796-07,62,135309.0,2024-06-04,61-65,120,0.111,2024-06-04,0.87,1923.3013817715373,596.12,1923.5,-0.19861822846269206
Irani Costa Pereira,672.588.519-50,62,166049.0,2024-06-04,61-65,60,0.111,2024-06-04,0.87,3674.810310640573,2045.63,3674.57,0.24031064057271578
Pedro Rodrigues Sande,603.029.052-51,63,131376.0,2024-06-04,61-65,84,0.111,2024-06-04,0.87,2302.314779811069,1014.36,2303.16,-0.8452201889308526
Augusto Ferreira Sant' Anna,653.207.268-05,25,46597.0,2024-06-04,21-25,72,0.0073,2024-06-04,0.87,876.2423714479552,466.9,875.7,0.5423714479551336
Alexandre Prenda Cristina,885.581.810-47,23,256653.0,2024-06-04,21-25,72,0.0073,2024-06-04,0.87,4821.870993274621,2571.66,4823.28,-1.4090067253791858
